1,31,2.5
1,1029,3
1,1061,3
1,1129,2
1,1172,4
1,1263,2
1,1287,2
1,1293,2
1,1339,3.5
1,1343,2
1,1371,2.5
1,1405,1
1,1953,4
1,2105,4
1,2150,3
1,2193,2
1,2294,2
1,2455,2.5
1,2968,1
1,3671,3
2,10,4
2,17,5
2,39,5
2,47,4
2,50,4
2,52,3
2,62,3
2,110,4
2,144,3
2,150,5
2,153,4
2,161,3
2,165,3
2,168,3
2,185,3
2,186,3
2,208,3
2,222,5
2,223,1
2,225,3
2,235,3
2,248,3
2,253,4
2,261,4
2,265,5
2,266,5
2,272,3
2,273,4
2,292,3
2,296,4
2,300,3
2,314,4
2,317,2
2,319,1
2,339,3
2,349,4
2,350,4
2,356,3
2,357,3
2,364,3
2,367,3
2,370,2
2,371,3
2,372,3
2,377,3
2,382,3
2,405,2
2,410,3
2,454,4
2,457,3
2,468,4
2,474,2
2,480,4
2,485,3
2,497,3
2,500,4
2,508,4
2,509,4
2,515,4
2,527,4
2,537,4
2,539,3
2,550,3
2,551,5
2,552,3
2,585,5
2,586,3
2,587,3
2,588,3
2,589,5
2,590,5
2,592,5
2,593,3
2,616,3
2,661,4
2,720,4
3,60,3
3,110,4
3,247,3.5
3,267,3
3,296,4.5
3,318,5
3,355,2.5
3,356,5
3,377,2.5
3,527,3
3,588,3
3,592,3
3,593,3
3,595,2
3,736,3.5
3,778,4
3,866,3
3,1197,5
3,1210,3
3,1235,4
3,1271,3
3,1378,4
3,1580,3.5
3,1721,4.5
3,1884,4
3,2028,4
3,2318,4
3,2513,3
3,2694,3
3,2702,3.5
3,2716,3
3,2762,3.5
3,2841,4
3,2858,4
3,2959,5
3,3243,3
3,3510,4
3,3949,5
3,5349,3
3,5669,3.5
3,6377,3
3,7153,2.5
3,7361,3
3,8622,3.5
3,8636,3
3,27369,3.5
3,44191,3.5
3,48783,4.5
3,50068,4.5
3,58559,3
3,84236,4
4,10,4
4,34,5
4,112,5
4,141,5
4,153,4
4,173,3
4,185,3
4,260,5
4,289,4
4,296,5
4,329,3
4,349,5
4,356,5
4,357,5
4,364,5
4,367,4
4,380,3
4,410,3
4,431,3
4,434,4
4,435,1
4,440,4
4,442,4
4,464,4
4,480,5
4,541,5
4,588,5
4,589,5
4,590,3
4,594,5
4,596,5
4,610,4
4,616,5
4,858,5
4,903,5
4,910,4
4,913,5
4,919,5
4,1011,4
4,1016,4
4,1022,5
4,1028,5
4,1030,5
4,1031,5
4,1032,5
4,1033,5
4,1036,5
4,1073,5
4,1079,5
4,1089,5
4,1097,5
4,1125,5
4,1127,5
4,1136,5
4,1194,5
4,1196,5
4,1197,5
4,1198,5
4,1200,5
4,1206,5
4,1208,5
4,1210,5
4,1213,5
4,1214,5
4,1219,5
4,1220,5
4,1222,5
4,1225,5
4,1230,5
4,1240,5
4,1243,5
4,1257,5
4,1258,5
4,1259,4
4,1265,5
4,1270,5
4,1278,5
4,1282,5
4,1285,4
4,1288,5
4,1291,5
4,1298,4
4,1307,4
4,1332,4
4,1334,5
4,1344,5
4,1356,4
4,1371,4
4,1372,3
4,1374,4
4,1376,3
4,1377,3
4,1380,5
4,1387,5
4,1388,4
4,1396,5
4,1544,3
4,1580,5
4,1663,4
4,1674,5
4,1805,1
4,1858,5
4,1917,4
4,1918,2
4,1953,5
4,1954,5
4,1961,5
4,1967,3
4,1968,5
4,1994,5
4,2000,5
4,2002,3
4,2003,2
4,2005,5
4,2014,4
4,2018,5
4,2020,4
4,2021,4
4,2033,4
4,2034,4
4,2046,5
4,2054,3
4,2064,5
4,2078,5
4,2080,5
4,2081,4
4,2085,5
4,2086,5
4,2087,5
4,2091,5
4,2094,4
4,2096,5
4,2100,5
4,2102,5
4,2105,4
4,2109,5
4,2110,3
4,2114,5
4,2115,5
4,2124,4
4,2140,5
4,2141,4
4,2143,4
4,2144,5
4,2161,5
4,2174,5
4,2193,3
4,2194,5
4,2248,4
4,2263,3
4,2268,5
4,2289,5
4,2348,4
4,2371,4
4,2403,4
4,2406,5
4,2409,4
4,2454,5
4,2467,5
4,2551,4
4,2616,1
4,2628,5
4,2640,5
4,2659,3
4,2683,4
4,2699,4
4,2716,5
4,2723,5
4,2734,4
4,2770,1
4,2788,5
4,2791,5
4,2795,4
4,2797,5
4,2804,5
4,2822,3
4,2867,3
4,2872,5
4,2877,5
4,2902,2
4,2903,1
4,2916,4
4,2918,5
4,2968,5
4,2986,3
4,2987,5
4,2991,5
4,3016,3
4,3034,5
4,3039,4
4,3040,5
4,3060,5
4,3071,4
4,3101,4
4,3104,4
4,3108,5
4,3169,4
4,3208,2
4,3210,4
4,3251,5
4,3255,4
4,3263,3
4,3265,5
4,4006,2
5,3,4
5,39,4
5,104,4
5,141,4
5,150,4
5,231,3.5
5,277,4.5
5,344,3.5
5,356,4
5,364,4
5,367,4
5,377,4
5,440,4
5,500,4.5
5,586,4
5,588,3.5
5,595,4
5,597,5
5,788,3.5
5,858,2.5
5,903,3.5
5,919,4
5,1022,4
5,1035,5
5,1193,3
5,1221,2.5
5,1247,4
5,1307,4
5,1380,5
5,1393,3.5
5,1485,4.5
5,1544,3.5
5,1682,4
5,1721,4
5,1777,4
5,1784,4.5
5,1923,4.5
5,1961,4
5,1968,4
5,1997,3.5
5,2023,1.5
5,2081,5
5,2273,4
5,2294,4
5,2355,3.5
5,2424,4
5,2502,3.5
5,2683,4
5,2694,4.5
5,2706,4
5,2762,3.5
5,2770,3.5
5,2918,3.5
5,2997,3.5
5,3114,3.5
5,3176,3.5
5,3408,4
5,3753,3.5
5,3897,4.5
5,3948,3.5
5,4014,4
5,4018,4
5,4022,3.5
5,4025,4.5
5,4306,3.5
5,4308,3.5
5,4447,4.5
5,4718,3.5
5,4963,3
5,4995,4.5
5,5266,3.5
5,5299,4.5
5,5349,4.5
5,5464,4
5,5669,3.5
5,5679,4.5
5,5816,3
5,5995,4
5,6218,3.5
5,6373,4
5,6377,4
5,6502,4
5,6711,2.5
5,6942,4
5,8376,4
5,8464,4
5,8622,3.5
5,8636,4.5
5,8644,4
5,30707,4.5
5,30749,4.5
5,30793,3.5
5,33166,5
5,33679,4
5,34162,4.5
5,35836,4
5,40819,4.5
5,41566,4
5,41569,4
5,48385,4.5
6,111,4
6,158,2
6,173,2
6,293,5
6,596,4
6,903,4
6,1204,5
6,1250,4.5
6,1259,4.5
6,1276,4.5
6,1285,4.5
6,1358,2
6,1639,2
6,1687,2
6,1747,2
6,1876,0.5
6,1909,3
6,2001,3
6,2019,4
6,2072,4
6,2174,4
6,2502,3.5
6,2528,3
6,2529,4
6,2571,1
6,2657,2
6,2692,4
6,2723,3
6,2761,4.5
6,2890,3
6,3052,1
6,3114,4
6,3300,3.5
6,3751,1.5
6,4641,1.5
6,4975,1.5
6,5952,5
6,7090,3
6,7153,5
6,7361,4
6,8368,3.5
6,8636,4
6,8784,3
6,8874,4.5
7,1,3
7,10,3
7,21,3
7,31,3
7,34,4
7,40,4
7,104,3
7,110,5
7,112,4
7,141,4
7,151,4
7,198,2
7,207,3
7,260,5
7,272,3
7,316,2
7,318,5
7,329,3
7,333,3
7,345,3
7,355,3
7,356,3
7,357,3
7,364,3
7,367,3
7,377,3
7,380,4
7,480,4
7,500,3
7,534,4
7,539,3
7,541,4
7,551,4
7,588,4
7,589,3
7,590,4
7,592,3
7,594,4
7,595,3
7,610,3
7,671,4
7,708,3
7,720,5
7,724,2
7,736,1
7,737,1
7,745,5
7,780,3
7,786,2
7,924,4
7,1036,3
7,1073,3
7,1079,4
7,1080,4
7,1097,3
7,1125,3
7,1129,3
7,1136,4
7,1148,5
7,1196,5
7,1197,3
7,1198,5
7,1210,5
7,1220,4
7,1223,5
7,1225,5
7,1231,4
7,1240,4
7,1242,5
7,1270,3
7,1275,4
7,1278,3
7,1287,4
7,1288,4
7,1291,3
7,1298,3
7,1302,4
7,1307,3
7,1353,3
7,1371,3
7,1372,3
7,1373,2
7,1374,4
7,1375,3
7,1376,3
7,1394,3
7,1405,5
7,1408,1
8,32,5
8,45,2.5
8,47,5
8,50,5
8,110,4
8,260,3.5
8,282,2
8,296,4
8,318,5
8,356,4
8,457,4.5
8,520,3.5
8,524,2
8,527,5
8,543,5
8,589,4
8,593,4.5
8,628,4
8,805,3.5
8,858,5
8,1196,3.5
8,1197,4
8,1198,4
8,1210,4
8,1219,4
8,1225,4
8,1258,4
8,1259,4
8,1265,3
8,1270,4
8,1291,4
8,1302,3.5
8,1358,0.5
8,1387,4
8,1393,3
8,1500,4
8,1552,3
8,1617,3.5
8,1625,5
8,1674,4
8,1704,4
8,1754,3
8,1777,5
8,1876,3.5
8,1961,5
8,2028,4
8,2100,3
8,2139,3
8,2194,4.5
8,2302,4.5
8,2324,4
8,2329,5
8,2353,3.5
8,2423,3.5
8,2502,5
8,2571,5
8,2716,3.5
8,2762,4.5
8,2770,2.5
8,2791,4.5
8,2797,3.5
8,2804,3.5
8,2841,3
8,2858,4.5
8,2918,5
8,2959,4
8,3147,4.5
8,3578,5
8,3916,3.5
8,3948,4
8,3996,4
8,4011,4.5
8,4019,3.5
8,4034,4.5
8,4226,5
8,4262,4
8,4448,2.5
8,4886,3.5
8,4896,3.5
8,4963,4.5
8,4973,4
8,4993,3.5
8,4995,3.5
8,5064,5
8,5378,3.5
8,5445,4.5
8,5464,4
8,5630,4
8,5650,4
8,5669,3
8,5952,4
8,5989,3.5
8,6377,4
8,6378,3
8,6870,4
8,6874,5
8,6879,3
8,7143,3.5
8,7153,4
8,7361,4
8,7438,4
8,8533,2.5
8,8784,4.5
8,8873,4
8,8874,3
8,32587,3.5
8,33166,4.5
8,33493,4.5
8,33794,4.5
8,34162,3.5
8,40583,3.5
8,40819,3.5
8,42007,2
8,43556,3.5
8,43871,3
8,44004,3
9,1,4
9,17,4
9,26,3
9,36,5
9,47,3
9,318,4
9,497,4
9,515,4
9,527,5
9,534,5
9,593,4
9,608,5
9,733,2
9,1059,5
9,1177,3
9,1357,4
9,1358,4
9,1411,3
9,1541,2
9,1584,4
9,1680,4
9,1682,5
9,1704,4
9,1721,3
9,1784,5
9,2028,4
9,2125,4
9,2140,4
9,2249,4
9,2268,3
9,2273,3
9,2278,4
9,2291,4
9,2294,2
9,2302,4
9,2391,4
9,2396,4
9,2427,2
9,2490,3
9,2501,4
9,2539,2
9,2571,5
9,2628,3
9,2762,4
9,2857,4
10,50,5
10,152,4
10,318,4
10,344,3
10,345,4
10,592,3
10,735,4
10,1036,3
10,1089,3
10,1101,2
10,1127,4
10,1196,4
10,1197,4
10,1198,4
10,1200,4
10,1210,4
10,1220,3
10,1240,4
10,1291,4
10,1358,5
10,1423,4
10,1459,3
10,1499,3
10,1611,5
10,1690,3
10,1704,4
10,1719,5
10,1887,2
10,1923,5
10,2108,3
10,2344,5
10,2406,4
10,2410,2
10,2539,4
10,2571,5
10,2826,5
10,2827,3
10,2840,3
10,2841,4
10,2881,3
10,2890,4
10,2907,2
10,2926,5
10,2995,2
10,3005,3
10,3019,4
11,50,5
11,70,1
11,126,4
11,169,3
11,296,5
11,778,4.5
11,785,3.5
11,923,5
11,1027,4.5
11,1201,5
11,1408,5
11,1918,3
11,2042,3.5
11,2596,4.5
11,2762,3
11,3424,3
11,5669,3
11,6598,5
11,26614,5
11,48516,5
11,51084,4
11,58295,4.5
11,71211,3.5
11,77455,4.5
11,79132,4
11,80489,4.5
11,80906,3
11,81158,4
11,81562,3.5
11,88129,4
11,91500,4.5
11,91529,4.5
11,91548,4
11,96079,4
11,96861,4
11,97938,4
11,104841,5
11,106487,5
12,253,3
12,529,1
12,538,3
12,608,2
12,673,1
12,736,4
12,737,3
12,1028,1
12,1032,2
12,1077,3
12,1197,1
12,1215,5
12,1220,5
12,1230,2
12,1235,5
12,1295,1
12,1374,1
12,1387,4
12,1639,2
12,1732,3
12,2259,2
12,2355,2
12,2460,4
12,2529,1
12,2668,2
12,2959,4
12,3146,2
12,3148,1
12,3176,3
12,3179,2
12,3298,4
12,3324,1
12,3408,4
12,3474,4
12,3770,3
12,3773,2
12,3780,2
12,3791,1
12,3793,5
12,3794,3
12,3798,4
12,3799,1
12,3801,3
12,3809,3
12,3825,5
12,3827,2
12,3829,2
12,3831,4
12,3841,2
12,3844,1
12,3861,3
12,3863,5
12,3864,3
12,3865,5
12,3869,2
12,3871,2
12,3873,3
12,3879,5
12,3885,3
12,3886,2
12,6184,4
13,1,5
13,47,2.5
13,110,4
13,277,4
13,296,3.5
13,318,4.5
13,356,5
13,362,4.5
13,480,3
13,524,3.5
13,527,4
13,531,4
13,587,3
13,590,4
13,914,4
13,919,3.5
13,1027,3
13,1259,4
13,1265,2.5
13,1918,3
13,1961,4
13,2355,4
13,2571,3
13,2572,3.5
13,2761,4
13,2762,3
13,2804,3
13,2908,3
13,2918,3
13,3114,3
13,3147,4
13,3255,3.5
13,3396,3.5
13,3624,3
13,4306,4
13,4310,4.5
13,4321,2.5
13,4718,3.5
13,4878,4.5
13,4886,3.5
13,4993,4.5
13,5989,4
13,6377,4.5
13,7361,4
13,7502,4.5
13,54286,3.5
13,58559,4.5
13,64614,4.5
13,69757,4
13,78499,4
13,81834,4.5
13,88125,4.5
13,93363,3
14,594,1
14,1196,4
14,1721,3
14,2038,3
14,2355,2
14,2394,3
14,2628,3
14,2683,2
14,2716,3
14,2720,2
14,2724,3
14,2861,2
14,3114,4
14,3157,2
14,3175,5
14,3354,3
14,3623,3
14,3751,4
14,3986,3
14,3988,4
15,1,2
15,2,2
15,5,4.5
15,6,4
15,10,3
15,11,2.5
15,14,2.5
15,16,3.5
15,17,3
15,19,1
15,21,4.5
15,22,2.5
15,25,3
15,32,4
15,34,3
15,36,1
15,39,2.5
15,44,3
15,47,5
15,50,5
15,52,2.5
15,62,2
15,70,0.5
15,82,5
15,94,3
15,95,1.5
15,101,4
15,104,1
15,107,2
15,110,3
15,111,5
15,112,2.5
15,123,4
15,125,3.5
15,145,3.5
15,149,5
15,150,3
15,153,1
15,157,2
15,160,0.5
15,161,3
15,162,4
15,163,2
15,164,4
15,165,3
15,170,2.5
15,172,1
15,175,4
15,176,4
15,180,3
15,185,2
15,193,1
15,196,2
15,198,1.5
15,208,1.5
15,214,2
15,215,4.5
15,216,1
15,223,4
15,225,1
15,230,1
15,231,3.5
15,232,4
15,233,4
15,235,4
15,237,3.5
15,246,5
15,247,2
15,252,2
15,253,2
15,260,5
15,265,1
15,288,2
15,292,1
15,293,5
15,296,5
15,300,4
15,306,5
15,307,4
15,308,4
15,316,3
15,317,1
15,318,2
15,322,2.5
15,329,1.5
15,335,2
15,339,2.5
15,342,3
15,344,2
15,349,3
15,353,3
15,355,0.5
15,356,1
15,357,3.5
15,364,4
15,367,2
15,370,3.5
15,371,2
15,372,3
15,373,3.5
15,377,4
15,380,4
15,382,3.5
15,429,1
15,431,4
15,434,3
15,435,1
15,440,2.5
15,441,4
15,442,1
15,454,3
15,457,5
15,466,2.5
15,471,3
15,474,3
15,480,3
15,481,3
15,483,1
15,485,0.5
15,494,4
15,500,3
15,508,1.5
15,509,2
15,520,3.5
15,524,2.5
15,527,4
15,535,3
15,539,2
15,540,1.5
15,541,5
15,543,3
15,549,5
15,551,2
15,555,4
15,556,3.5
15,562,3
15,574,3
15,586,2
15,587,1
15,588,0.5
15,589,4
15,590,3
15,592,4
15,593,5
15,594,2.5
15,597,2.5
15,608,5
15,610,3
15,628,2.5
15,647,1.5
15,648,4
15,663,2
15,665,3
15,674,3
15,680,2
15,708,3
15,720,3
15,724,2
15,733,3.5
15,736,1
15,745,3
15,748,2.5
15,750,4
15,762,2
15,778,4
15,780,2.5
15,784,2.5
15,785,3
15,786,0.5
15,788,1.5
15,799,3
15,800,5
15,802,1
15,803,4.5
15,804,3.5
15,832,1
15,836,2
15,851,4
15,858,5
15,866,4
15,899,5
15,903,5
15,904,5
15,908,5
15,909,4
15,910,2.5
15,911,4
15,912,5
15,913,4
15,914,1.5
15,916,1
15,919,3
15,920,3.5
15,922,1
15,923,5
15,924,5
15,926,3
15,931,1
15,953,3
15,994,4
15,1020,2
15,1035,2
15,1036,4
15,1041,5
15,1047,2.5
15,1059,1.5
15,1060,4
15,1073,3
15,1079,4
15,1084,3
15,1088,2
15,1089,4
15,1092,2.5
15,1093,2
15,1094,4
15,1095,4
15,1097,4
15,1100,2.5
15,1101,3
15,1120,1
15,1127,4
15,1131,2.5
15,1136,2.5
15,1147,3.5
15,1148,3
15,1171,4
15,1173,3
15,1176,4
15,1178,3
15,1179,4
15,1183,2
15,1186,4.5
15,1189,3.5
15,1193,5
15,1196,5
15,1197,1
15,1198,4
15,1199,1
15,1200,4
15,1201,3.5
15,1203,4
15,1204,2
15,1206,5
15,1207,3
15,1208,5
15,1209,4.5
15,1210,5
15,1211,1.5
15,1212,3
15,1213,3
15,1214,4
15,1215,1.5
15,1217,2
15,1218,4
15,1219,3
15,1220,1
15,1221,5
15,1222,4
15,1223,4
15,1225,4
15,1228,4
15,1230,3
15,1231,4
15,1233,3
15,1234,4
15,1235,3.5
15,1240,3
15,1243,2
15,1244,5
15,1246,1
15,1247,5
15,1248,3
15,1249,3
15,1250,4
15,1251,3
15,1252,5
15,1254,3.5
15,1258,4
15,1259,3
15,1260,3
15,1262,1.5
15,1263,4
15,1264,3
15,1265,4
15,1266,4
15,1267,5
15,1270,5
15,1272,3.5
15,1276,2.5
15,1280,3
15,1281,1
15,1283,3
15,1284,3
15,1287,2
15,1288,4
15,1289,4
15,1290,3
15,1291,4
15,1293,4
15,1297,4
15,1302,3
15,1303,2
15,1304,3
15,1307,5
15,1320,3
15,1333,2
15,1334,2
15,1339,2
15,1342,2
15,1356,2
15,1358,1
15,1361,3.5
15,1370,3
15,1377,3
15,1380,2.5
15,1385,3
15,1387,4
15,1391,0.5
15,1393,3.5
15,1394,4
15,1396,4
15,1405,3
15,1407,5
15,1449,4
15,1464,4
15,1466,4
15,1476,3
15,1479,1.5
15,1483,3
15,1484,3
15,1485,3
15,1500,3
15,1502,1.5
15,1503,1
15,1513,2
15,1517,3
15,1527,1
15,1529,3
15,1544,1
15,1546,4
15,1552,1.5
15,1556,2.5
15,1562,1.5
15,1569,3.5
15,1573,4
15,1580,4
15,1584,4
15,1589,2
15,1597,2
15,1608,1
15,1610,3
15,1615,3
15,1616,3
15,1617,5
15,1625,4
15,1635,4
15,1639,4
15,1644,1.5
15,1645,3
15,1649,2
15,1653,3
15,1663,3
15,1673,3
15,1676,4
15,1680,3
15,1682,2
15,1689,4.5
15,1690,1
15,1694,3
15,1704,4
15,1717,4
15,1719,4
15,1721,1.5
15,1722,3.5
15,1729,1
15,1732,3.5
15,1735,0.5
15,1747,3.5
15,1748,4
15,1752,3.5
15,1753,1
15,1754,3.5
15,1777,2
15,1779,1
15,1784,3
15,1792,3
15,1805,3
15,1807,1.5
15,1810,2.5
15,1816,2.5
15,1827,4
15,1831,2
15,1834,3.5
15,1836,2
15,1845,4
15,1859,5
15,1860,4
15,1862,2
15,1876,2
15,1882,1.5
15,1883,4
15,1889,3
15,1895,2.5
15,1897,1.5
15,1904,3.5
15,1909,2
15,1912,5
15,1914,3.5
15,1917,2
15,1921,4
15,1923,4.5
15,1945,4
15,1950,3
15,1952,3
15,1953,3
15,1954,3
15,1955,4.5
15,1956,4
15,1961,3.5
15,1962,3
15,1964,3
15,1968,4
15,1994,2.5
15,1997,5
15,2000,3
15,2003,3
15,2005,4
15,2006,4
15,2010,3
15,2011,3
15,2012,1
15,2018,2
15,2019,4.5
15,2020,2.5
15,2025,2
15,2028,3
15,2041,2
15,2054,2
15,2058,2.5
15,2060,2
15,2064,4.5
15,2076,3
15,2100,2
15,2105,4
15,2108,4.5
15,2115,4
15,2124,2
15,2126,1
15,2133,3.5
15,2134,3.5
15,2140,3
15,2145,2
15,2150,3
15,2160,3
15,2161,3
15,2167,3
15,2174,4
15,2186,3
15,2194,4
15,2231,3
15,2232,4
15,2243,4.5
15,2248,3.5
15,2268,1
15,2269,2.5
15,2273,2.5
15,2278,2.5
15,2282,0.5
15,2288,3
15,2289,4
15,2291,3
15,2294,2
15,2302,3.5
15,2303,3
15,2311,2
15,2313,3.5
15,2318,4.5
15,2321,3.5
15,2324,2
15,2329,1
15,2333,3
15,2334,3
15,2336,2
15,2340,2
15,2351,1
15,2353,0.5
15,2355,2
15,2357,3
15,2360,2
15,2366,3
15,2369,1
15,2371,3.5
15,2378,3
15,2387,3.5
15,2391,3
15,2395,5
15,2396,2
15,2405,3
15,2406,3.5
15,2407,3
15,2413,4.5
15,2424,1.5
15,2427,3
15,2428,1
15,2439,2
15,2447,2.5
15,2455,3.5
15,2467,1
15,2478,4
15,2490,1
15,2501,3
15,2502,5
15,2505,0.5
15,2528,2
15,2539,2.5
15,2541,1
15,2542,1
15,2560,3
15,2568,0.5
15,2571,5
15,2572,5
15,2574,1
15,2575,3
15,2579,2.5
15,2580,3
15,2581,1
15,2585,1
15,2594,4
15,2598,1.5
15,2599,3
15,2600,3
15,2605,1
15,2617,1
15,2624,3
15,2628,2.5
15,2640,4
15,2648,3
15,2657,2
15,2671,4
15,2678,1
15,2683,1
15,2686,3
15,2692,3
15,2699,3
15,2700,3
15,2701,1
15,2702,1.5
15,2706,3
15,2707,3
15,2709,1
15,2710,1
15,2712,4
15,2713,1
15,2716,4
15,2717,3.5
15,2718,1.5
15,2722,2
15,2723,1
15,2726,2.5
15,2729,3
15,2759,1
15,2761,2
15,2762,1
15,2763,1
15,2769,2
15,2770,4
15,2791,4
15,2795,3.5
15,2797,4
15,2803,1.5
15,2819,3
15,2840,1
15,2841,2
15,2858,4
15,2871,4
15,2881,1
15,2890,4
15,2905,4
15,2908,1
15,2912,4
15,2915,1.5
15,2916,4
15,2918,4
15,2925,4
15,2947,5
15,2949,4
15,2952,1
15,2959,5
15,2973,4
15,2976,2
15,2983,4
15,2985,3
15,2987,4
15,2990,3.5
15,2993,4
15,2997,5
15,3000,4
15,3004,1
15,3005,1
15,3006,5
15,3007,2.5
15,3008,2
15,3010,4
15,3019,3
15,3020,3
15,3030,4
15,3033,4
15,3039,4
15,3044,3
15,3052,3
15,3060,4
15,3077,3
15,3081,1
15,3082,3
15,3083,5
15,3089,3
15,3101,4
15,3104,4
15,3107,3
15,3108,4
15,3113,2
15,3114,1
15,3128,4
15,3129,3.5
15,3134,1
15,3146,1.5
15,3147,1
15,3148,1
15,3150,3
15,3152,3
15,3157,1
15,3160,3
15,3168,2.5
15,3173,2.5
15,3174,1
15,3175,4
15,3176,2
15,3181,1
15,3182,2
15,3185,2
15,3210,5
15,3219,2
15,3225,1
15,3246,4
15,3250,2
15,3253,3
15,3255,2
15,3256,2
15,3261,4
15,3262,1
15,3265,4
15,3266,5
15,3267,3
15,3272,2
15,3273,1
15,3275,0.5
15,3285,2
15,3286,3
15,3298,4
15,3300,5
15,3301,4
15,3307,3
15,3316,1.5
15,3317,5
15,3318,3
15,3320,5
15,3328,4
15,3358,2.5
15,3361,3
15,3362,3.5
15,3386,3
15,3390,1
15,3408,2
15,3409,4
15,3418,1
15,3421,1.5
15,3429,3
15,3435,2.5
15,3448,2.5
15,3461,3
15,3462,1.5
15,3471,4
15,3476,4.5
15,3477,3
15,3481,5
15,3484,0.5
15,3489,2
15,3499,3
15,3504,4
15,3505,4
15,3510,2
15,3512,3
15,3527,3
15,3534,1
15,3535,1
15,3536,4
15,3538,1.5
15,3543,2
15,3552,2
15,3555,1
15,3556,3
15,3566,3
15,3569,4
15,3571,4
15,3577,3.5
15,3578,2
15,3598,3
15,3617,4
15,3618,2
15,3623,1
15,3624,2
15,3626,3
15,3633,4
15,3634,2
15,3635,3.5
15,3638,3.5
15,3639,2
15,3671,2
15,3683,4
15,3707,5
15,3717,1
15,3728,4
15,3730,5
15,3735,2
15,3742,2.5
15,3745,1
15,3747,2
15,3751,1
15,3752,1
15,3755,1.5
15,3763,2
15,3783,2
15,3785,4
15,3786,2
15,3787,3
15,3788,3
15,3793,2
15,3794,4
15,3798,2
15,3800,2
15,3801,3
15,3823,2
15,3825,1
15,3826,1
15,3827,2.5
15,3852,3
15,3854,3
15,3861,3
15,3863,2
15,3868,4
15,3882,4
15,3892,1
15,3893,1
15,3896,3
15,3897,3
15,3910,2
15,3911,2
15,3915,5
15,3943,3
15,3948,5
15,3949,5
15,3952,4
15,3956,1
15,3967,1
15,3968,2.5
15,3969,1
15,3977,3
15,3979,1
15,3981,1
15,3983,5
15,3984,4
15,3986,1
15,3987,4
15,3988,1
15,3989,3
15,3990,1
15,3993,1
15,3994,4
15,3996,5
15,3998,1
15,3999,3
15,4005,3.5
15,4006,3
15,4007,3.5
15,4010,2
15,4011,1
15,4014,2
15,4015,5
15,4017,4
15,4018,1
15,4019,2
15,4020,3
15,4021,3
15,4022,3
15,4023,2
15,4025,1
15,4027,3
15,4029,4
15,4030,2
15,4033,4
15,4034,4
15,4036,1
15,4037,3
15,4052,1
15,4055,1
15,4056,5
15,4066,4
15,4079,4
15,4082,1
15,4085,3
15,4121,3
15,4144,4
15,4148,1
15,4149,1
15,4158,2
15,4161,3
15,4167,1
15,4168,3
15,4210,4.5
15,4223,1
15,4225,1
15,4226,5
15,4232,3
15,4235,4
15,4238,3
15,4239,1
15,4246,2
15,4247,1
15,4262,3
15,4270,1.5
15,4271,4
15,4299,2.5
15,4302,5
15,4306,1
15,4308,2
15,4310,3
15,4321,2
15,4322,4
15,4343,1
15,4344,2
15,4351,3
15,4361,5
15,4367,1
15,4369,3
15,4370,1
15,4372,3
15,4378,3
15,4380,2
15,4381,2
15,4383,3
15,4386,1
15,4388,3
15,4410,3
15,4446,4
15,4447,1.5
15,4448,1
15,4450,2
15,4451,2.5
15,4489,4.5
15,4546,3
15,4571,3
15,4621,3
15,4623,4
15,4638,1
15,4639,1
15,4641,3
15,4642,1.5
15,4643,3
15,4654,1
15,4658,2
15,4666,1
15,4675,2
15,4678,4
15,4679,3
15,4700,2
15,4701,3
15,4713,4
15,4718,4
15,4719,2
15,4720,2
15,4723,3.5
15,4727,3
15,4728,4
15,4731,5
15,4734,1
15,4738,3.5
15,4744,1
15,4776,2.5
15,4816,3
15,4823,2.5
15,4844,2
15,4848,2
15,4873,5
15,4878,4
15,4881,1.5
15,4886,5
15,4888,3
